video_id,trending_date,title,channel_title,category_id,tags,views,likes,dislikes,comment_count,comments_disabled,ratings_disabled,description
F_yxAD6lhQ0,17.25.12,Relationship Expectation vs Reality | 1 Kg Biriyani,1 Kg Biriyani,23,"1 Kg Biriyani|""1 Kilo Biriyani""|""Tamil Funny Videos""|""Entertainment Channel""|""boys vs girls""|""expectation""|""reality""|""love""|""relationship""|""college""|""couple goals""|""couples""|""goals""|""1 kg""|""biriyani""|""1 kgbiriyani""|""1 kg biriyani""|""romance""|""rk nagar""|""elections""|""ttv""|""win""|""money""|""votes""",74063,7991,178,287,FALSE,FALSE,"1 Kg Briyani is a Tamil Entertainment Channel by Abbishek Rabi, Cibi Agnel and Aldo Xavier. We make comedy sketches for the fun of it.  We love to entertain people through videos inspired from the situations we faced in our lives. Like and Subscribe to our Page and Channel for your weekly dose of entertainment.\n\n\nAbbishek Rabi : https://www.facebook.com/abbishek.rabi.1395\nCibi Agnel : https://www.facebook.com/vijay.agnel.7\nAldo Xavier : https://www.facebook.com/aldo.xavier.14\n\nOfficial Page : https://www.facebook.com/1kgbiriyani\n\nInstagram : https://www.instagram.com/1kgbiriyani\n\nTwitter : https://www.twitter.com/1kgbiriyani\n\nIn Association with Divo\nhttp://www.facebook.com/divomovies\nhttps://twitter.com/divomovies"
F_yxAD6lhQ0,17.26.12,Relationship Expectation vs Reality | 1 Kg Biriyani,1 Kg Biriyani,23,"1 Kg Biriyani|""1 Kilo Biriyani""|""Tamil Funny Videos""|""Entertainment Channel""|""boys vs girls""|""expectation""|""reality""|""love""|""relationship""|""college""|""couple goals""|""couples""|""goals""|""1 kg""|""biriyani""|""1 kgbiriyani""|""1 kg biriyani""|""romance""|""rk nagar""|""elections""|""ttv""|""win""|""money""|""votes""",131142,11438,270,403,FALSE,FALSE,"1 Kg Briyani is a Tamil Entertainment Channel by Abbishek Rabi, Cibi Agnel and Aldo Xavier. We make comedy sketches for the fun of it.  We love to entertain people through videos inspired from the situations we faced in our lives. Like and Subscribe to our Page and Channel for your weekly dose of entertainment.\n\n\nAbbishek Rabi : https://www.facebook.com/abbishek.rabi.1395\nCibi Agnel : https://www.facebook.com/vijay.agnel.7\nAldo Xavier : https://www.facebook.com/aldo.xavier.14\n\nOfficial Page : https://www.facebook.com/1kgbiriyani\n\nInstagram : https://www.instagram.com/1kgbiriyani\n\nTwitter : https://www.twitter.com/1kgbiriyani\n\nIn Association with Divo\nhttp://www.facebook.com/divomovies\nhttps://twitter.com/divomovies"
F_yxAD6lhQ0,17.27.12,Relationship Expectation vs Reality | 1 Kg Biriyani,1 Kg Biriyani,23,"1 Kg Biriyani|""1 Kilo Biriyani""|""Tamil Funny Videos""|""Entertainment Channel""|""boys vs girls""|""expectation""|""reality""|""love""|""relationship""|""college""|""couple goals""|""couples""|""goals""|""1 kg""|""biriyani""|""1 kgbiriyani""|""1 kg biriyani""|""romance""|""rk nagar""|""elections""|""ttv""|""win""|""money""|""votes""",173715,13416,321,503,FALSE,FALSE,"1 Kg Briyani is a Tamil Entertainment Channel by Abbishek Rabi, Cibi Agnel and Aldo Xavier. We make comedy sketches for the fun of it.  We love to entertain people through videos inspired from the situations we faced in our lives. Like and Subscribe to our Page and Channel for your weekly dose of entertainment.\n\n\nAbbishek Rabi : https://www.facebook.com/abbishek.rabi.1395\nCibi Agnel : https://www.facebook.com/vijay.agnel.7\nAldo Xavier : https://www.facebook.com/aldo.xavier.14\n\nOfficial Page : https://www.facebook.com/1kgbiriyani\n\nInstagram : https://www.instagram.com/1kgbiriyani\n\nTwitter : https://www.twitter.com/1kgbiriyani\n\nIn Association with Divo\nhttp://www.facebook.com/divomovies\nhttps://twitter.com/divomovies"
szoHYZa6nxI,18.01.01,2017 Start vs End | 1 Kg Biriyani,1 Kg Biriyani,23,"1 Kg Biriyani|""1 Kilo Biriyani""|""Tamil Funny Videos""|""Entertainment Channel""|""2017""|""new year""|""new""|""year""|""eve""|""celebration""|""rknagar""|""20rs note""|""politics""|""ttv""|""eps""|""ops""|""meme""|""troll""|""spoof""|""video meme""|""raja""|""h raja""|""h raja troll""|""2018""|""rajini""|""fans""|""meet""|""entry""|""kamal""|""protest""",79180,4899,350,243,FALSE,FALSE,"1 Kg Briyani is a Tamil Entertainment Channel by Abbishek Rabi, Cibi Agnel and Aldo Xavier. We make comedy sketches for the fun of it.  We love to entertain people through videos inspired from the situations we faced in our lives. Like and Subscribe to our Page and Channel for your weekly dose of entertainment.\n\n\nAbbishek Rabi : https://www.facebook.com/abbishek.rabi.1395\nCibi Agnel : https://www.facebook.com/vijay.agnel.7\nAldo Xavier : https://www.facebook.com/aldo.xavier.14\n\nOfficial Page : https://www.facebook.com/1kgbiriyani\n\nInstagram : https://www.instagram.com/1kgbiriyani\n\nTwitter : https://www.twitter.com/1kgbiriyani\n\nIn Association with Divo\nhttp://www.facebook.com/divomovies\nhttps://twitter.com/divomovies"
MdnHvJQsRHw,18.14.01,Political Pongal | 1 Kg Biriyani,1 Kg Biriyani,23,"1 Kg Biriyani|""1 Kilo Biriyani""|""Tamil Funny Videos""|""Entertainment Channel""",50769,2919,355,264,FALSE,FALSE,"1 Kg Briyani is a Tamil Entertainment Channel by Abbishek Rabi, Cibi Agnel and Aldo Xavier. We make comedy sketches for the fun of it.  We love to entertain people through videos inspired from the situations we faced in our lives. Like and Subscribe to our Page and Channel for your weekly dose of entertainment.\n\n\nAbbishek Rabi : https://www.facebook.com/abbishek.rabi.1395\nCibi Agnel : https://www.facebook.com/vijay.agnel.7\nAldo Xavier : https://www.facebook.com/aldo.xavier.14\n\nOfficial Page : https://www.facebook.com/1kgbiriyani\n\nInstagram : https://www.instagram.com/1kgbiriyani\n\nTwitter : https://www.twitter.com/1kgbiriyani\n\nIn Association with Divo\nhttp://www.facebook.com/divomovies\nhttps://twitter.com/divomovies"
SS_M2QGSJCA,18.11.02,Normal Day vs Periods | Part 2 | With English subs | 1 Kg Biriyani,1 Kg Biriyani,23,"1 Kg Biriyani|""1 Kilo Biriyani""|""Tamil Funny Videos""|""Entertainment Channel""|""padman""|""PADMAN""|""PADMAN REVIEW""|""REVIEW""|""AKSHAY KUMAR""|""RADHIKA APTE""|""SONAM KAPOOR""|""ANAND L RAI""|""BOLLYWOOD""|""FUNNY""|""VIDEO""|""SHORT""|""HINDI""|""TAMIL""|""PERIODS""|""PADS""|""WOMEN""|""EMPOWERMENT""|""KAALA""|""FIRSTLOOK""|""RAJNI""",74776,5366,226,319,FALSE,FALSE,This is a comical representation of the mood swings a women faces during her periods. This video also speaks for the fact that periods aren't something to not talk about but is very common in nature. The taboo of feeling weird while talking about periods should be broken and should be taught as a subject to every citizen. Pads aren't something which should be hidden and used rather should be taken as a pride as pads aren't a luxury but a necessity.\n\nAbbishek Rabi : https://www.facebook.com/abbishek.rabi.1395\nCibi Agnel : https://www.facebook.com/vijay.agnel.7\nAldo Xavier : https://www.facebook.com/aldo.xavier.14\n\nOfficial Page : https://www.facebook.com/1kgbiriyani\n\nInstagram : https://www.instagram.com/1kgbiriyani\n\nTwitter : https://www.twitter.com/1kgbiriyani\n\nIn Association with Divo\nhttp://www.facebook.com/divomovies\nhttps://twitter.com/divomovies
SS_M2QGSJCA,18.12.02,Normal Day vs Periods | Part 2 | With English subs | 1 Kg Biriyani,1 Kg Biriyani,23,"1 Kg Biriyani|""1 Kilo Biriyani""|""Tamil Funny Videos""|""Entertainment Channel""|""padman""|""PADMAN""|""PADMAN REVIEW""|""REVIEW""|""AKSHAY KUMAR""|""RADHIKA APTE""|""SONAM KAPOOR""|""ANAND L RAI""|""BOLLYWOOD""|""FUNNY""|""VIDEO""|""SHORT""|""HINDI""|""TAMIL""|""PERIODS""|""PADS""|""WOMEN""|""EMPOWERMENT""|""KAALA""|""FIRSTLOOK""|""RAJNI""",186251,8062,430,443,FALSE,FALSE,This is a comical representation of the mood swings a women faces during her periods. This video also speaks for the fact that periods aren't something to not talk about but is very common in nature. The taboo of feeling weird while talking about periods should be broken and should be taught as a subject to every citizen. Pads aren't something which should be hidden and used rather should be taken as a pride as pads aren't a luxury but a necessity.\n\nAbbishek Rabi : https://www.facebook.com/abbishek.rabi.1395\nCibi Agnel : https://www.facebook.com/vijay.agnel.7\nAldo Xavier : https://www.facebook.com/aldo.xavier.14\n\nOfficial Page : https://www.facebook.com/1kgbiriyani\n\nInstagram : https://www.instagram.com/1kgbiriyani\n\nTwitter : https://www.twitter.com/1kgbiriyani\n\nIn Association with Divo\nhttp://www.facebook.com/divomovies\nhttps://twitter.com/divomovies
SS_M2QGSJCA,18.13.02,Normal Day vs Periods | Part 2 | With English subs | 1 Kg Biriyani,1 Kg Biriyani,23,"1 Kg Biriyani|""1 Kilo Biriyani""|""Tamil Funny Videos""|""Entertainment Channel""|""padman""|""PADMAN""|""PADMAN REVIEW""|""REVIEW""|""AKSHAY KUMAR""|""RADHIKA APTE""|""SONAM KAPOOR""|""ANAND L RAI""|""BOLLYWOOD""|""FUNNY""|""VIDEO""|""SHORT""|""HINDI""|""TAMIL""|""PERIODS""|""PADS""|""WOMEN""|""EMPOWERMENT""|""KAALA""|""FIRSTLOOK""|""RAJNI""",232059,9221,529,464,FALSE,FALSE,This is a comical representation of the mood swings a women faces during her periods. This video also speaks for the fact that periods aren't something to not talk about but is very common in nature. The taboo of feeling weird while talking about periods should be broken and should be taught as a subject to every citizen. Pads aren't something which should be hidden and used rather should be taken as a pride as pads aren't a luxury but a necessity.\n\nAbbishek Rabi : https://www.facebook.com/abbishek.rabi.1395\nCibi Agnel : https://www.facebook.com/vijay.agnel.7\nAldo Xavier : https://www.facebook.com/aldo.xavier.14\n\nOfficial Page : https://www.facebook.com/1kgbiriyani\n\nInstagram : https://www.instagram.com/1kgbiriyani\n\nTwitter : https://www.twitter.com/1kgbiriyani\n\nIn Association with Divo\nhttp://www.facebook.com/divomovies\nhttps://twitter.com/divomovies
SS_M2QGSJCA,18.14.02,Normal Day vs Periods | Part 2 | With English subs | 1 Kg Biriyani,1 Kg Biriyani,23,"1 Kg Biriyani|""1 Kilo Biriyani""|""Tamil Funny Videos""|""Entertainment Channel""|""padman""|""PADMAN""|""ANAND L RAI""|""BOLLYWOOD""|""FUNNY""|""VIDEO""|""SHORT""|""HINDI""|""TAMIL""|""PERIODS""|""PADS""|""WOMEN""|""EMPOWERMENT""|""KAALA""|""FIRSTLOOK""|""RAJNI""|""priya varrier""|""Priya""|""oru adaar love""|""priya prakash varrier""|""priya prakash warrier""|""valentines day""|""valentines day outing""|""breakup""|""valentine""|""Febraury 14""|""Feb 14""|""pyaar prema kadhal teaser""|""pyaar prema kadhal trailer""|""pyaar prema kadhal songs""|""Julie""|""Anirudh""|""vignesh shivan""",269570,9758,582,505,FALSE,FALSE,This is a comical representation of the mood swings a women faces during her periods. This video also speaks for the fact that periods aren't something to not talk about but is very common in nature. The taboo of feeling weird while talking about periods should be broken and should be taught as a subject to every citizen. Pads aren't something which should be hidden and used rather should be taken as a pride as pads aren't a luxury but a necessity.\n\nAbbishek Rabi : https://www.facebook.com/abbishek.rabi.1395\nCibi Agnel : https://www.facebook.com/vijay.agnel.7\nAldo Xavier : https://www.facebook.com/aldo.xavier.14\n\nOfficial Page : https://www.facebook.com/1kgbiriyani\n\nInstagram : https://www.instagram.com/1kgbiriyani\n\nTwitter : https://www.twitter.com/1kgbiriyani\n\nIn Association with Divo\nhttp://www.facebook.com/divomovies\nhttps://twitter.com/divomovies
ZktaGjw0kcU,18.19.02,PADAM URUVANA VIDHAM | #1 | 1 Kg Biriyani,1 Kg Biriyani,23,"1 Kg Biriyani|""1 Kilo Biriyani""|""Tamil Funny Videos""|""Entertainment Channel""|""simbu""|""mani rathnam""|""cheka chevandha vaanam""|""adik ravichandran""|""shreya""|""AAA""|""anbanavan""|""adangathavan""|""asaradhavan""|""ysr""|""yuvan shankar raja""|""madhura michel""|""ashwin thatha""|""thicku siva""|""dubai""|""bangkok""|""TR""|""STR""|""son of tr""|""ARR""|""AR RAHMAN""|""VIJAY SETHUPATHI""|""GYM""|""WORKOUT""|""interview""|""tamil cinema""|""movie""|""priya varrier""|""oru adaar love""|""cute""|""mallu""|""baby""|""girl""|""shooting""",41955,2339,470,293,FALSE,FALSE,"This is a comical representation of how a young director is treated in the film industry by the so called experts who do not really have any knowledge about it.\n\n1 Kg Briyani is a Tamil Entertainment Channel by Abbishek Rabi, Cibi Agnel and Aldo Xavier. We make comedy sketches for the fun of it.  We love to entertain people through videos inspired from the situations we faced in our lives. Like and Subscribe to our Page and Channel for your weekly dose of entertainment.\n\n\nAbbishek Rabi : https://www.facebook.com/abbishek.rabi.1395\nCibi Agnel : https://www.facebook.com/vijay.agnel.7\nAldo Xavier : https://www.facebook.com/aldo.xavier.14\n\nOfficial Page : https://www.facebook.com/1kgbiriyani\n\nInstagram : https://www.instagram.com/1kgbiriyani\n\nTwitter : https://www.twitter.com/1kgbiriyani\n\nIn Association with Divo\nhttp://www.facebook.com/divomovies\nhttps://twitter.com/divomovies"
ZktaGjw0kcU,18.20.02,PADAM URUVANA VIDHAM | #1 | 1 Kg Biriyani,1 Kg Biriyani,23,"1 Kg Biriyani|""1 Kilo Biriyani""|""Tamil Funny Videos""|""Entertainment Channel""|""simbu""|""mani rathnam""|""cheka chevandha vaanam""|""adik ravichandran""|""shreya""|""AAA""|""anbanavan""|""adangathavan""|""asaradhavan""|""ysr""|""yuvan shankar raja""|""madhura michel""|""ashwin thatha""|""thicku siva""|""dubai""|""bangkok""|""TR""|""STR""|""son of tr""|""ARR""|""AR RAHMAN""|""VIJAY SETHUPATHI""|""GYM""|""WORKOUT""|""interview""|""tamil cinema""|""movie""|""priya varrier""|""oru adaar love""|""cute""|""mallu""|""baby""|""girl""|""shooting""",71703,3075,632,381,FALSE,FALSE,"This is a comical representation of how a young director is treated in the film industry by the so called experts who do not really have any knowledge about it.\n\n1 Kg Briyani is a Tamil Entertainment Channel by Abbishek Rabi, Cibi Agnel and Aldo Xavier. We make comedy sketches for the fun of it.  We love to entertain people through videos inspired from the situations we faced in our lives. Like and Subscribe to our Page and Channel for your weekly dose of entertainment.\n\n\nAbbishek Rabi : https://www.facebook.com/abbishek.rabi.1395\nCibi Agnel : https://www.facebook.com/vijay.agnel.7\nAldo Xavier : https://www.facebook.com/aldo.xavier.14\n\nOfficial Page : https://www.facebook.com/1kgbiriyani\n\nInstagram : https://www.instagram.com/1kgbiriyani\n\nTwitter : https://www.twitter.com/1kgbiriyani\n\nIn Association with Divo\nhttp://www.facebook.com/divomovies\nhttps://twitter.com/divomovies"
d0KbrvzNY6s,18.03.03,Product : Aanazhagan ( Handsome ) | #2 | 1 Kg Biriyani,1 Kg Biriyani,23,"1 Kg Biriyani|""Tamil Funny Videos""|""Entertainment Channel""|""Actor Sridevi Dies""|""sridevi Rip""|""sridevi kamal""|""sridevi rajini""|""sridevi death""|""sridevi family""|""tamil comedy""|""1 Kilo biriyani""|""Wunderbar Studios""|""Dhanush""|""Kaala""|""Kaala Latest Teaser""|""Kaala Tamil Teaser""|""Kaala Tamil Movie Teaser""|""Rajinikanth""|""Pa Ranjith""|""Kabali""|""Starring Super Star Rajinikanth""|""Nana Patekar""|""Huma Qureshi""|""Lyca Productions""|""Kaala Official Teaser""|""kaala teaser""|""jordindian""|""micset""|""divo movies""|""paridhabangal""",133825,7048,530,700,FALSE,FALSE,"A Sarcastic funny take on how girls judge a guy by his looks despite his good character, caring heart and true love for the girl and what the society thinks about appearances and it's victims. \n\n1 Kg Briyani is a Tamil Entertainment Channel by Abbishek Rabi, Cibi Agnel and Aldo Xavier. We make comedy sketches for the fun of it.  We love to entertain people through videos inspired from the situations we faced in our lives. Like and Subscribe to our Page and Channel for your weekly dose of entertainment.\n\n\nAbbishek Rabi : https://www.facebook.com/abbishek.rabi.1395\nCibi Agnel : https://www.facebook.com/vijay.agnel.7\nAldo Xavier : https://www.facebook.com/aldo.xavier.14\n\nOfficial Page : https://www.facebook.com/1kgbiriyani\n\nInstagram : https://www.instagram.com/1kgbiriyani\n\nTwitter : https://www.twitter.com/1kgbiriyani\n\nIn Association with Divo\nhttp://www.facebook.com/divomovies\nhttps://twitter.com/divomovies"
